/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,5,4,12,17,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,13,4,20,17,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,20,4,28,17,3
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,29,3,52,17,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,53,3,59,16,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,60,2,69,17,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,69,2,76,17,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1451.jpg,78,1,84,17,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,8,6,17,23,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,18,7,25,23,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,25,5,36,23,3
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,38,6,64,23,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,68,6,73,22,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,75,6,84,22,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,84,6,93,22,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/103T1643.jpg,93,6,102,22,3
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,10,12,22,32,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,22,11,36,31,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,35,11,48,31,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,60,11,91,30,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,106,8,117,28,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,118,7,129,26,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,130,6,141,24,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T1884.jpg,142,4,153,24,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,15,9,21,26,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,22,9,31,27,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,32,8,42,27,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,54,9,76,25,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,88,8,97,24,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,98,7,106,23,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T489.jpg,107,6,116,23,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,7,4,15,27,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,15,5,24,27,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,25,5,35,28,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,41,11,69,30,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,77,11,87,33,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,87,12,96,35,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,96,13,107,36,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T8766.jpg,107,14,118,37,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,21,1,30,23,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,33,3,47,24,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,48,4,61,26,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,71,5,115,24,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,122,6,136,27,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,137,7,153,27,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,156,5,165,26,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/104T9416.jpg,166,5,183,26,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,11,16,19,35,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,19,14,30,35,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,30,13,43,32,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,48,12,67,28,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,73,9,84,27,2
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,84,7,96,25,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T294.jpg,96,5,105,24,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,5,11,9,23,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,9,11,15,23,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,15,10,21,22,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,25,8,39,21,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,41,7,47,18,3
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,48,6,52,18,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,53,5,56,16,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T3912.jpg,55,4,61,17,2
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T41.jpg,17,5,25,28,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T41.jpg,26,6,40,28,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T41.jpg,40,7,53,27,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T41.jpg,65,7,100,29,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T41.jpg,113,7,124,28,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T41.jpg,128,7,136,27,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,2,2,8,19,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,7,3,17,20,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,18,2,29,19,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,29,1,54,19,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,55,1,65,19,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,65,1,75,17,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,76,1,86,17,2
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T4924.jpg,87,1,96,16,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,17,22,30,52,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,30,19,51,51,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,53,17,72,48,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,77,14,127,49,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,133,14,151,43,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,152,12,173,45,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,175,12,193,44,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/105T6789.jpg,197,12,216,40,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,27,42,44,81,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,44,41,64,80,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,63,36,84,75,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,90,30,128,70,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,128,25,147,60,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,147,19,165,58,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,167,16,178,52,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/106T9514.jpg,177,13,192,48,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,14,5,22,24,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,28,6,40,26,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,43,4,56,25,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,58,7,91,25,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,92,6,106,24,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,109,5,121,22,4
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,127,4,136,20,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5411.jpg,142,2,151,21,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,139,21,155,46,3
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,123,19,139,45,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,109,17,122,45,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,93,15,111,42,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,54,15,91,36,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,36,7,48,35,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,21,6,37,32,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5783.jpg,10,4,24,31,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,8,4,15,23,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,15,5,23,23,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,23,5,33,24,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,37,5,64,23,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,66,6,77,22,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,77,6,86,22,8
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,87,5,96,23,2
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T5823.jpg,96,5,105,22,3
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,37,9,47,28,1
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,47,9,62,28,0
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,61,8,72,28,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,74,8,111,26,T
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,111,5,119,26,7
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,122,6,132,26,5
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,134,5,145,24,9
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/107T7596.jpg,146,5,157,24,6
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_RECOGNITION_TRAIN/license_plates_recognition_train/108T4002.jpg,13,8,23,34,1
